Course,Course Title,Description,prerequisites,preq_notes
Sociology,SOCI 2120 Methods of Socio-Legal Inquiry  (4 Credits),"this course provides a broad overview of socio-legal research methods. specifically, the course examines how qualitative and quantitative research methods are used to answer socio-legal research questions. students participate in research in order to understand the process of designing a project, collecting data, analyzing data, and reporting findings.",,
Sociology,SOCI 2140 Urban Sociology  (4 Credits),"sociological study of the city focuses on interrelationships among people, social institutions and space; process of urban development; comparison of competing theoretical perspectives. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2160 Racism and Anti-Racism through Film  (4 Credits),"this course is an examination of the socio-historical and political evolution of racism and anti-racism through documentary film. we will trace the origins and continued significance of race, racism, and anti-racism from the pre-colonial era to the present. while our primary focus will be on the united states, we will also pay attention to race, racism and anti-racism in a global context. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2190 American Communities  (4 Credits),"study of 'community' as a foundational concept in the discipline; consideration of the changing structural contexts of community, as well as the social-psychological aspects of community; emphasis on emerging forms of community in the contemporary u.s. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2210 The Family  (4 Credits),"emphasis on different kinds of families and on contemporary issues of changing gender roles, intimacy, childbearing, family breakup and reconstitution, and family's relationships with other social institutions. cross listed with gwst 2210. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2220 Sociology of Childhood  (4 Credits),"this course explores the social meanings of childhood. in this course we will examine aspects of the symbolic meanings of childhood as well as the experiences of being a child. the commercialization of childhood through marketing to children, contradictory messages about children as innocent or problematic, the experience of gender socialization for children, and the expectations of creating perfect children will be explored in detail. cross listed with gwst 2220. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2240 Sociology of Health  (4 Credits),"this course explores questions of how individuals experience health and illness, how they interact with institutions and providers, and how these experiences are filtered through social structures that lead to inequality. using a sociological perspective, we analyze how individuals’ experiences of health and illness, medical institutions, and work in the health professions are influenced by racial/ethnic background, gender, social class, sexual identity, and age. we analyze these concepts by looking at who gets to define health and illness as well as how medical decisions are made, including who has the right to make decisions, what are the limits on the kinds of decisions that can be made, and how are decisions enforced and challenged by law. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2250 Criminology  (4 Credits),"social meaning of criminal behavior; relationship between crime and society in particular, how production and distribution of economic, political and cultural resources shape construction of law, order and crime; different types of crime, criminals and victims, and efforts to understand and control them. this course counts toward the scientific inquiry: society and culture requirement.",,
Sociology,SOCI 2255 Juvenile Delinquency  (4 Credits),"introduction to sociological study of delinquency in american society; history of juvenile delinquency, the creation of delinquent misconduct as a social and legal category, and current state of delinquent behavior. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2260 Deviance and Society  (4 Credits),"examines some behaviors often called deviant, such as mental illness, substance abuse, governmental crime and unconventional lifestyles, and asks what groups call them deviant, why and how behavior affects community. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2270 Sociology of Religion  (4 Credits),"sociological investigation of religion; how religion has influenced society, politics, gender equality; how society has influenced religion; why people participate in religion. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2320 Race and Ethnic Relations  (4 Credits),relationship of racial and ethnic minority groups to systems of social stratification; emphasis on united states. prerequisite:soci 1810 or permission of instructor.,SOCI 1810,permission of instructor
Sociology,SOCI 2350 Comedy and Society  (4 Credits),"this course explores humor and comedy from a sociological perspective. we will examine humor and comedy as a means of social and cultural critique and as social and cultural reproduction. specifically, we will pay close attention to the intersections of humor and comedy as it relates to questions of race, class, gender and power. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2370 Micropolitics of Race  (4 Credits),"this class explores racialized experiences and controversies that affect daily life in the united states. we use insights from sociology to analyze racial identity and public behavior. for example, why do many people of color often “code-switch” as they move from interacting with family and friends and into their workplace? why are some black people accustomed to giving “the nod” to other black people they encounter in majority-white spaces? why are many native-born asian-americans told that they “speak really good english” (what sociologists would call a microaggression)? we also explore controversies, including interracial dating, gentrification, “transracial” individuals, and elizabeth warren’s native american identity claims. we will situate our analyses of the everyday politics of race within institutional and structural racism. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2420 Social Inequality  (4 Credits),"dimensions of social class and its effect on economic, political and social institutions as well as style of life. cross listed with gwst 2420. prerequisite:soci 1810 and sophomore standing or permission of instructor.",SOCI 1810,sophomore standing permission of instructor
Sociology,SOCI 2500 Schooling and Society  (4 Credits),"the objective of this course is to examine the relationship between schooling and the larger social inequalities (e.g., racism, poverty, and gender) that profoundly shape education. the major focus in this seminar will be on u.s. k-12 public education. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2540 Current Social Problems  (4 Credits),"we often think about social problems in our social worlds. however, rarely do we consider how certain situations come to be defined as problems and why some ""problems"" remain a focal point of public attention while others fade, even when the circumstances around that issue have not improved. in this course, we look at these very issues. using current social problems, we explore how a social phenomenon comes to be seen as a social problem, what is at stake in this process, and how these dynamics matter in terms of thinking about inequality. this course counts toward the scientific inquiry: society and culture requirement.",,
Sociology,SOCI 2565 Men and Masculinities  (4 Credits),"many of us believe that anatomy is what determines our behavior and that our bodies dictate our social and psychological temperament. looking specifically at men and masculinities, this course tests that general notion, investigates the various ways male behavior is gendered and critically explores the meanings of masculinity in contemporary institutions. throughout the course, we look at the multidimensional and multicultural ways masculinity is produced, constructed, enacted, and resisted; how masculinities structure power and resources; and how masculinities benefit, regulate, and hurt men's lives. cross listed with gwst 2565. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2611 Research Practicum  (1-4 Credits),"research process of hypothesis formation, data collection, data analysis and interpretation of results through collaboration with ongoing faculty research or through developing a guided individual research project. prerequisites:soci 1810 and junior or senior standing.",SOCI 1810,junior senior standing
Sociology,SOCI 2612 Research Practicum  (1-4 Credits),"research process of hypothesis formation, data collection, data analysis and interpretation of results through collaboration with ongoing faculty research or through developing a guided individual research project. prerequisites:soci 1810 and junior or senior standing.",SOCI 1810,junior senior standing
Sociology,SOCI 2613 Research Practicum  (1-4 Credits),"research process of hypothesis formation, data collection, data analysis and interpretation of results through collaboration with ongoing faculty research or through developing a guided individual research project. prerequisites:soci 1810 and junior or senior standing.",SOCI 1810,junior senior standing
Sociology,SOCI 2620 Crime over Time  (4 Credits),"this course examines the long-term decline of human violence across thousands of years, including: the extent of the decline, the causes of the decline, and the reasons why most people find it hard to believe that human violence has indeed declined precipitously. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2622 Deportation Nation  (4 Credits),"this service-learning course examines the nexus of the criminal justice and immigration—or, crimmigration—system. through a scholarly analysis situated of the historical, social, and political processes that have informed contemporary immigration law and policy, the course focuses on the shift to enhanced enforcement, detention, and mass deportation. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2624 Labor and the Contemporary Prison System  (4 Credits),"sociology is the “study of society” that examines and questions patterns of social behavior. criminology is the study of crime, its changing definitions, its causes, and responses to it. in this course, we will explore sociological and criminological concepts and theories central to understanding labor in, at, around, and tied to the contemporary prison. we will move beyond common-sense understandings of these topics. the goal is for you to learn to critically evaluate the institution of penal labor, the work of prisoners and other individuals in and surrounding the prison, the impacts of penal labor on the economy, and challenges that different groups encounter in the face of these phenomena. throughout the session, you will learn to use sociological and criminological “tools” to evaluate these elements of the social world to gain a better understanding of your life and the lives of those around you. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2626 Sociology of Popular Culture  (4 Credits),"sociology is the “study of society” that examines and questions patterns of social behavior. in this course, we will focus on one prominent aspect of social life: popular culture. you will explore theories and concepts central to the sociological study of popular culture in an effort to move beyond a common-sense understanding of ubiquitous cultural objects and their producers. the goal is for you to more critically evaluate and appreciate pop culture in regard to its production, consumption, meanings, and use. throughout the quarter, we will discuss music, television, film, literature, comic books, sports, art, fashion, and other pop culture topics. you will learn to use sociological theory and concepts to evaluate these elements of the social world in order to gain a better understanding of your life and the lives of those around you. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2628 Mass Incarceration  (4 Credits),"this course is designed for upper-level students interested in social policy, politics, inequality and law. it explores the “carceral state” or the institutions and policies that create a system of criminalization and punishment in the united states. within the carceral state, the focus of the course is on the history and policies in the united states that led to the highest per capita incarceration rate in the world. the course examines and moves beyond various common explanations for mass incarceration, including crime, politics, public opinion, racism and the “prison industrial complex.” we then explore specific policies and practices that created and sustain high levels of incarceration, including sentencing, prison programing, and prosecutorial discretion, and the ways that these factors are deeply intertwined with america's history of race and inequality. we will study mass incarceration’s complexity by exploring variation in punishment across federal, state and local levels. finally, the course addresses recent attempts at reform, including policies around re-entry, drug courts and prison conditions. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2650 Sociology of Immigration  (4 Credits),"this course applies a sociological approach to the study of international migration. students examine early and contemporary waves of migration to the u.s.; theories of migration; processes of settlement and incorporation; the construction of immigration and citizenship; and institutional responses to immigration across and within immigrant groups. the course also examines variation in immigrant experiences along the lines of race/ethnicity, gender, and sexual and age identities. the course culminates in an examination of the impact of migration on the u.s. and on immigrants' sending communities. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2655 Latina/os in American Society  (4 Credits),"latinas and latinos constitute one of the largest and fastest growing ethnic groups in the united states. this course uses a sociological lens to understand latina/os' experiences in the u.s. specifically, we address latinas' and latinos' historical experiences and migration trajectories; assimilation, incorporation and racial/ethnic identity formation; the family, schools and labor markets; and political participation. in so doing, we discuss and challenge stereotypes about latina/os, present alternative perspectives about latina/o experiences in the u.s. and most importantly, understand their contributions to their families, their communities, and to the nation as a whole. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2701 Topics in Sociology  (4 Credits),"topics vary. recent topics have included urban poverty, ethics, women and crime, and school and workplace violence. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2710 Crime and Inequality  (4 Credits),"this course conducts a systematic investigation of the nature of inequality as it is related to crime and criminal justice in america. racial, gender and class disparities are explored at critical stages of the criminal justice process, including crime commission, law-making, policing, court actions, and sentencing. this course considers the effects of inequality - particularly on system functions, employment opportunities, family stability and offenders' communities. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2715 Violence in Society  (4 Credits),"this course surveys how social scientists examine and understand violence in society. the first section of the course examines historical trends in violence over the past 500 years. we will then examine patterns of criminal violence in american society along with modern criminological theories. the final section of the course examines how sociological theories can help us understand newer forms of violence like genocide, terrorism, and state repression of movements. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2719 Social Movements  (4 Credits),studies in range of perspectives and research issues pertinent to understanding of social movements (groups operating without clear-cut direction from established social structure and culture). prerequisite:soci 1810 or permission of instructor.,SOCI 1810,permission of instructor
Sociology,SOCI 2720 Guns and Society  (4 Credits),"guns are a fact of life in the united states; there are more guns in the us civilian stockpile than any other nation. in this course, we will take a step back from the partisan debates and assess both the history of guns and gun policy in the united states as well as the current state of knowledge around firearms in society. during the course of this class we will explore how science, politics, and culture converge to make guns a controversial topic in the us and what it means for society and policy. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2722 Criminal Justice Reform in the U.S.  (4 Credits),"events in 2020 have left many people wondering why our criminal justice system looks as it does today and asking what we can do to make it better. despite the wave of political and cultural support for reform, little has changed. why? the answers lie in the complicated historical processes that created the loose network of institutions that we refer to as ""the criminal justice system,"" and in the contemporary socioeconomic and political structures that sustain these institutions. to better understand the contemporary state of reform, we will study the forces that gave rise to them, including race's central role in the politics of criminal justice, and the complexities of american federalism. we will research contemporary reform efforts targeting policing, mass incarceration, prosecutorial discretion, and other issues. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2724 Law and Social Control  (4 Credits),"why do people obey the law even when doing so is not to their benefit? how do legal systems mobilize the threat of punishment to compel obedience? how do legal issues and institutions reflect deeper forces rooted in social life? this course explores these questions and examines how socio-legal and sociology of punishment scholarship help explain contemporary and historical developments in law and social control. we emphasize law’s role in establishing and maintaining particular forms of social order, and explore how this becomes manifest in modern institutions, especially criminal justice systems. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2726 Hate Crimes and Hate Groups  (4 Credits),"this course will examine how hate crimes and hate groups in the united states have been studied by social scientists and how their findings can inform the public good. over the quarter this course will explore how hate crimes are defined relative to other forms of bias and crime, how the criminal justice system addresses hate crime and bias, how social movement mobilization influences hate crime trends, and how hate groups influence bias and hate incidents in the united states. the course will begin by asking how we all view hate in the united states, colorado, and denver as lay people. then we will explore the political determinants and forces as play in how hate crime laws came to fruition and their argued effects. next we will explore trends and patterns in hate crime victimization and offending. next we will explore research on hate group ideologies, formation, and relations to hate crime offending. finally, we will conclude with broader look at how hate relates to long term trends in violence and the state and what seems to be the next best steps for addressing hate in the united states. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2730 Gender in Society  (4 Credits),"how the biological fact of sex is transformed into socially created gender roles. how individuals learn they are male and female, and how their behaviors are learned. a look at gender distinctions built into language, education, mass media, religion, law, health systems and the workplace. cross listed with gwst 2730. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,"SOCI 2735 Technology & Society: Identity, Interaction, & Control  (4 Credits)",this course applies a sociological and criminological approach to the study of technology. we will explore the ways that technological developments alter how people experience self-identity and social interaction. we will also consider the impact of contemporary technological developments on violence and social control. prerequisite:soci 1810 or permission of instructor.,SOCI 1810,permission of instructor
Sociology,SOCI 2737 The Sociology of Denial and Acknowledgment  (4 Credits),"humans are adept at downplaying, excusing, and outright ignoring uncomfortable truths. in our everyday encounters, we overlook our stumbles, mistakes, and blemishes to avoid embarrassing each other. in this way, denial allows us to maintain smooth social interactions, even in the face of disturbances. at the same time, denial permits us to live with extreme forms of inequality, deep and abiding social problems, and violations of others’ rights. many of us rationalize inaction in the face of others’ suffering or overlook the bad decisions – and crimes too – of our political allies. in this class, we will investigate denial and its functions. we will also examine the efforts people make to overcome collective denial through interventions, acknowledgment, and memorialization. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2741 Work and Occupations  (4 Credits),"how individuals fit into, are influenced by and in turn influence business institutions; changes in structure and meaning of workplace; different types of business and work relationships, forms of work, business roles and organizational structures; how business institutions affect society as a whole. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2750 Sociology of Law  (4 Credits),"overview of theory and research about relationship between law and society; legal rules, roles, organizations and inter-institutional relations; activities of legal profession, courts, juries, legislatures and regulatory agencies. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2751 Masculinities and Sexualities  (4 Credits),"this course takes an interdisciplinary approach to explore the intersections of masculinities and sexualities in our culture. through scholarly works in the studies of media, gender, sexualities, sociology, anthropology, and history, we will examine personal narratives, art, film, media, and literature to uncover power and inequality as they are complicated by a hierarchy of multiple masculine and sexual identities. beyond gender and sexuality, we will also consider the significance of race, class, and disabilities as they also impact the lived experiences of people who claim masculine and sexual identities. this course will employ a variety of methods for uncovering what it means to be masculine and a sexual person in our contemporary culture. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2752 Youth in Society  (4 Credits),"although commonly understood to be a natural and universal phase in the life course, many scholars argue that “youth” is socially constructed. the goal of this course is to examine how young people in the united states are both “constructed” as a distinct social group by institutions such as media, schooling, criminal justice, and work, and how youth in turn construct their own social worlds and even spark social change. this is a hands-on exploratory course about youth cultures, youth issues, generational differences, and age as an axis of inequality. this means that in addition to reading about historic and contemporary youth, students will get a chance to explore a youth issue, controversy, or subculture in real time by reviewing relevant sociological research and collecting original data. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2753 Immigration and the Law  (4 Credits),"international migration to the us and the political and legal questions it raises are seemingly omnipresent and ever controversial. this class will seek to make sense of immigration law with a focus on the contemporary era. we will focus on the construction of illegality of immigrants, and the “criminalization” of immigration law. what explains such trends? how have they played out amongst the public and policymakers, in the courts, and in the federal bureaucracy? how have states and local governments acted? what are the consequences for immigrants, their families, and communities when some must live in states of uncertain legality? finally, how do immigrants and their allies resist these broader trends? by examining causes and consequences of us immigration law in the contemporary era, students will be able to make sense of an ever-controversial topic. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2756 Environmental Justice  (4 Credits),"this course starts from the premise that all people have a right to live in a clean environment and access resources to sustain health and livelihood. we will examine issues at the intersection of environmental change and environmental justice (ej). ej issues revolve around the race-, class-, and equity-based implications of environmental problems. this course presents research on environmental quality and health, enforcement of regulations, access to resources, response to urban industrial problems, and the broader political economy of decision-making around environmental issues. the course will also explore and critically analyze the philosophies, frameworks, and strategies underlying environmental justice movements and struggles of african american, latinx, asian american, and indigenous communities. we will ask and seek to answer questions such as: how and why are environmental problems experienced differently according to race, gender, and class? how do different communities experience and respond to environmental problems? why does it matter that there is unequal exposure to environmental risks and benefits? what does the study of environmental risks tell us about racism, classism, and sexism in our nation and world today? what is environmental privilege and why does it matter? prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2757 State Violence  (4 Credits),"this course applies a socio-legal approach to the study of state violence. we will explore the ways that social institutions, culture, and law shape states' uses of violence both internationally and domestically. we will also examine the socio-legal foundations of efforts to control and collectively respond to state violence. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2758 Criminology from a Radical Perspective  (4 Credits),"in this course we will analyze several topics in criminology using a radical perspective. radical criminology understands crime and criminal behavior from structural, anti-statist, and anti-capitalist perspectives. it asks questions like, “how does the distribution of political and economic power in capitalist society result in some harmful acts – typically those committed by the poor – being defined and treated as serious crime, while other equally harmful acts – typically those committed by people in positions of power – are often either not defined as criminal, or treated as minor technical offenses?” and, “how do “street crimes” result from the distortions of human lives that arise from oppressive and alienating experiences?” we will go over the development of radical criminological thought, criminology of resistance, marxist methods, the role of state and law, radical perspectives on policing, courts, punishment, and corrections, as well as the future of the field. prerequisite:soci 1810.",SOCI 1810,
Sociology,"SOCI 2759 Space, Crime and Criminal Justice  (4 Credits)","by reading socio-spatial theory, studying recent literature on crime, space, and place, and using geographic information systems (gis) software, students will gain experience in making maps, obtaining data, uncovering spatial patterns to inform public policy, and conceptualizing space and place. space and place are dynamic social forces. the spatial aspects of where we live and how we interact can influence the way we experience the social and physical world. thus, it is important to consider how crime is distributed within and across neighborhoods, communities, cities, states, etc. as well as how the criminal justice system relates to space and place. throughout the course we will utilize theory and research from critical criminology and critical human geography to better understand how space, place, and crime intersect with inequality. we will also use computer applications – qgis and geo da – to uncover socio-spatial patterns of crime and criminal justice processes. the demand for individuals with basic skills in gis and spatial analysis has grown throughout a variety of industries and fields. this course is designed to introduce gis and spatial analysis while providing a basic understanding of spatial methods and help students realize the increased opportunities in the labor market or when applying to graduate school. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2760 Discipline and Punishment  (4 Credits),institutional mechanisms for imposing discipline and for punishing wayward individuals and groups; contradictory social objectives of punishment and corrections; organizational settings for administering punishment and identifying predominant institutional routines in coercive environments. prerequisite:soci 1810 or permission of instructor.,SOCI 1810,permission of instructor
Sociology,"SOCI 2762 Work, Law and Inequality  (4 Credits)","work is a central institution of modern societies. much of our adult lives revolve around paid employment: finding it, keeping it, and deciding whether and when to change it up. whether jobs are plentiful or scarce, highly paid or undervalued, safe or dangerous, are not just market questions, but legal and political ones. in this course, we will examine the relationship between work and the law in recent u.s. history, focusing on the transition from a legal regime that provided for well-paying and secure jobs to one in which precarity reigns, illegal conditions have become endemic in many industries, and a significant number of jobs in the so-called “platform” economy exist beyond the reach of workplace laws. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2765 The Female Offender  (4 Credits),"female offenders are one of the fastest growing segments in both the juvenile and adult justice systems. this course introduces students to debates and issues surrounding girls, women, and crime; explores different theoretical perspectives of gender and crime; and examines the impact of gender on the construction and treatment of female offenders by the justice system. in addition, this course specifically looks at girls' and women's pathways to offending and incarcerations; understanding girls' violence in the inner city; exploring the reality of prison life for women, with a particular focus on the gender-sensitive programming for incarcerated mothers; and ending with an examination of how capital punishment has affected women offenders historically and contemporarily. cross listed with gwst 2765. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2770 Kids and Courts  (4 Credits),this course examines how american society has responded to the problem of at-risk and delinquent youth in the twentieth and twenty-first centuries. the primary focus will be on the juvenile court's and the encompassing juvenile justice system's efforts to address this problem. the court's and the system's ameliorative attempts to help at-risk children/adolescents as well as their more punitive policies directed at serious and violent young offenders will be investigated. differences in juvenile court policies and practices over time and across jurisdictions (both in the united states and in other countries) will be considered. prerequisite:soci 1810 or permission of instructor.,SOCI 1810,permission of instructor
Sociology,SOCI 2775 Wrongful Conviction  (4 Credits),the criminal justice system was once considered infallible--innocent people did not end up in prison. but dna evidence has revealed that innocents are incarcerated and perhaps even executed. this course focuses on the prevalence of wrongful conviction; the harms caused by wrongful conviction; the causes of wrongful conviction; strategies for reducing wrongful conviction; and the prospect of compensating the wrongfully convicted. prerequisite:soci 1810 or permission of instructor.,SOCI 1810,permission of instructor
Sociology,SOCI 2780 Women and the Law  (4 Credits),"this course explores the relationship between women and the law, looking at the way the categories of sex and gender have been produced and re-produced through law. through a look at case law and sociological research, students will examine women as bodies, workers and family members. this course also explores the development and current status of american law in the areas of women's constitutional equality, pay equity and equal opportunity, women's access to education, women in the workplace and violence against women. cross listed with gwst 2780. prerequisite:soci 1810 or permission of the instructor.",SOCI 1810,permission of the instructor
Sociology,SOCI 2785 Family and the Law  (4 Credits),"the government is actively involved in deciding who gets to be a family and what families should look like. the state and its laws are involved in shaping family life, making decisions for family members, and mediating familial conflict. this course looks at the appropriate role of the state in family life by examining state legislation and court decisions and social research on a variety of topics. cross listed with gwst 2785. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2790 Policing Society  (4 Credits),emergence and development of police organizations and tactics; factors that influence policing styles and objectives; historical precedents; policing the street; policing the board room; policing the world; and policing everyday life. prerequisite:soci 1810 or permission of instructor.,SOCI 1810,permission of instructor
Sociology,SOCI 2795 Capital Punishment  (4 Credits),"this course examines three main topics: the history of capital punishment (facts and trends, public opinion, legislation, and landmark supreme court cases); arguments often made for abolition (arbitrariness, cost, and innocence); and arguments often made for retention (deterrence, incapacitation, and retribution). prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2800 Sociology of Sport  (4 Credits),"locating contemporary sport within context of history of work and leisure to explore sociological forces that have shaped the way we work and play; emphasis on how sport fits into the american culture; aspects such as race, gender, class, intercollegiate athletics, socialization, professionalization, economics, politics and social change. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2820 Drugs and Society  (4 Credits),"relationship between drug use, drug control and social contexts; various sociological themes relating to use and control of drugs in american society. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2825 Sexualities and the Law  (4 Credits),"this course provides an overall conceptual and applied understanding of sexualities (sexual identities, relationships, behavior, and choices), law, and punishment in the united states. all of the following areas will be examined: sexual minorities’ rights (with a focus on marriage equality) and relationships; reproductive regulation; sex industry; pornography; and responses to sex offenses (with a focus on responses to college sexual assault). students in this course will identify the ways legislation and the courts define and regulate sexualities in society. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2830 White-Collar Crime  (4 Credits),"organization and control of white-collar crime, including fraud, corruption, price fixing, embezzlement, regulatory violations and other crimes committed by high-status individuals for and against organizations. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2835 Victimology  (4 Credits),"this course provides an overview of various aspects of crime victimization, including theories, policies, and practices relevant to victims of crime and the history of the crime victims’ movement. it will also focus on the impact of victimization, legal rights for crime victims, system responses to victims of crime, and the interaction of victims with the american legal system. selected current and emerging issues and programs in the victim services field will be explored, including analysis and discussion of alternative methods of justice. prerequisite:soci 1810.",SOCI 1810,
Sociology,SOCI 2850 Sociology of Poverty  (4 Credits),"causes, incidence and consequences of poverty; the various ""pockets"" of poverty: aged, urban, ethnic minorities, women; exploration of poverty in the u.s. and cross-culturally. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2855 Crime and the Media  (4 Credits),"this course explores the complex relationship between crime and the media. we use sociological and cultural theories to examine how crime, criminals, and the criminal justice system are portrayed in print and visual media outlets. we explore the media's role in shaping crime control and other public policies. we investigate the influence of offender and victim characteristics (e.g., race, gender, class, celebrity status) on how crime is presented. we also ""turn the tables"" to learn about how media itself may influence patterns of criminal offending (think violent video games). the overarching goal of this class is to teach students to watch/read crime media with an educated, critical eye. prerequisite:soci 1810 or permission of instructor.",SOCI 1810,permission of instructor
Sociology,SOCI 2860 Conflict and the Law  (4 Credits),this course focuses on sociologist donald black's theoretical models to examine: the cause of human conflict; the conditions that lead disputants to turn to the legal system to handle conflict; and the impact of the disputants' social characteristics on the outcome of the case.,,
Sociology,SOCI 2988 Study Abroad Resident Credit  (0-18 Credits),,,
Sociology,SOCI 3701 Topics in Sociology  (4 Credits),topics vary. recent topics have included criminal justice policy; qualitative methods and data analysis; environmental governance; advanced ethnographic methods; community values. prerequisites: junior or senior standing and permission of instructor.,,junior senior standing permission of instructor
Sociology,SOCI 3981 Internship  (1-4 Credits),"opportunity to gain valuable work experience, explore various career options, develop job competencies and apply theoretical knowledge to practical concerns of the world. must have junior or senior standing, be sociology or criminology major or minor, have a cumulative gpa of 3.0, and have taken at least three sociology- and/or criminology-related courses beyond soci 1810.",,
Sociology,SOCI 3982 Internship  (1-4 Credits),"opportunity to gain valuable work experience, explore various career options, develop job competencies and apply theoretical knowledge to practical concerns of the world. must have junior or senior standing, be sociology or criminology major or minor, have a cumulative gpa or 3.0, and have taken at least three sociology- and/or criminology-related courses beyond soci 1810.",,
Sociology,SOCI 3985 Thesis Research Seminar  (2 Credits),"this course is designed to provide support and structure for students working on their senior thesis. the course presumes that students have completed a methods sequence, have chosen a thesis topic, and have a plan for how they will develop their thesis. prerequisites:soci 2005 and soci 2006; permission of the instructor.","SOCI 2005, SOCI 2006",
Sociology,SOCI 3986 Thesis Writing Seminar  (2 Credits),"this course is designed to provide continued support and structure for students working on their senior thesis. the class helps students with the structure of writing and defending their thesis. the course presumes that students have begun their projects, are significantly or nearly finished with data collection and organization, and are ready for analysis and writing. prerequisites:soci 2005,soci 2006 and soci 3985; permission of the instructor.","SOCI 2005, SOCI 2006, SOCI 3985",
Sociology,SOCI 3988 Study Abroad Resident Credit  (0-18 Credits),,,
Sociology,SOCI 3991 Independent Study  (1-8 Credits),,,
Sociology,SOCI 3998 Criminology Assessment  (0 Credits),"this course involves a required assessment of graduating sociology and criminology majors' knowledge of the discipline based on courses taken. prerequisites:soci 1810,soci 2005,soci 2006,soci 2020, and soci 2250; permission of instructor.","SOCI 1810, SOCI 2005, SOCI 2006, SOCI 2020, SOCI 2250",
Sociology,SOCI 3999 Sociology Assessment  (0 Credits),"this course involves a required assessment of graduating sociology and criminology majors' knowledge of the discipline based on courses taken. prerequisites:soci 1810,soci 2005,soci 2006,soci 2020, and soci 2420; permission of instructor.","SOCI 1810, SOCI 2005, SOCI 2006, SOCI 2020, SOCI 2420",
